,weatheryear,weathermonth,weatherday,avg(SDWclean),avg(SDclean),avg(SAclean),avg(Spdclean),avg(Visb),avg(Temp)
62,2011,03,04,1.0,0.0,1.0,4.053124874830246,16069.75,-0.19375000000000012
63,2011,03,05,1.0,0.0,1.0,5.73529400545008,16071.117647058823,6.873529411764705
64,2011,03,06,1.0,0.0,1.0,6.1192306738633375,9297.423076923076,8.551923076923075
65,2011,03,07,1.0,0.0,1.0,10.265909108248623,9554.90909090909,7.079545454545456
66,2011,03,08,1.0,0.0,1.0,4.537499874830246,16069.75,2.8406249999999997
67,2011,03,09,1.0,0.0,1.0,5.806060588721073,16070.454545454546,2.478787878787879
68,2011,03,10,1.0,0.0,1.0,10.584615462865585,12534.410256410256,6.002564102564104
69,2011,03,11,1.0,0.0,1.0,7.554166555404663,11816.166666666666,9.216666666666669
70,2011,03,12,1.0,0.0,1.0,7.631249889731407,16069.75,7.390625
71,2011,03,13,1.0,0.0,1.0,6.8968749940395355,16069.75,8.109375
72,2011,03,14,1.0,0.0,1.0,4.512499883770943,16069.75,5.662499999999997
73,2011,03,15,1.0,0.0,1.0,3.9270269161946065,16072.891891891892,3.943243243243244
74,2011,03,16,1.0,0.0,1.0,4.639999877081977,11846.266666666666,6.715555555555554
75,2011,03,17,1.0,0.0,1.0,4.893548257889286,16072.0,11.245161290322585
76,2011,03,18,1.0,0.0,1.0,6.131249889731407,16069.75,13.959375000000003
77,2011,03,19,1.0,0.0,1.0,7.506250008940697,16069.75,12.084375
78,2011,03,20,1.0,0.0,1.0,5.003124877810478,16069.75,4.6968749999999995
79,2011,03,21,1.0,0.0,1.0,5.187233945156666,8109.063829787234,5.319148936170213
80,2011,03,22,1.0,0.0,1.0,5.803030172983806,14002.0,8.27878787878788
81,2011,03,23,1.0,0.09836065573770492,1.0,3.0836064698266203,6688.459016393443,2.452459016393442
82,2011,03,24,1.0,0.13043478260869565,1.0,5.869565051534901,11104.065217391304,1.932608695652174
83,2011,03,25,1.0,0.0,1.0,5.862499877810478,16069.75,2.603125
84,2011,03,26,1.0,0.0,1.0,7.303124859929085,16069.75,0.8968750000000001
85,2011,03,27,1.0,0.0,1.0,6.299999907612801,16069.75,2.0500000000000003
86,2011,03,28,1.0,0.0,1.0,8.168749958276749,16069.75,2.3968749999999996
87,2011,03,29,1.0,0.0,1.0,7.921874940395355,16069.75,4.668750000000001
88,2011,03,30,1.0,0.0,1.0,5.009374886751175,16069.75,5.587499999999998
89,2011,03,31,1.0,0.0,1.0,4.051351250828923,15811.945945945947,4.956756756756758
90,2011,04,01,1.0,0.0,1.0,5.628571271896362,13950.452380952382,3.6547619047619033
91,2011,04,02,1.0,0.0,1.0,7.706249922513962,16069.75,7.9437500000000005
92,2011,04,03,1.0,0.0,1.0,7.318749874830246,16069.75,10.359374999999998
93,2011,04,04,1.0,0.0,1.0,4.618749901652336,15969.1875,9.55625
94,2011,04,05,1.0,0.0,1.0,9.888888857099746,10385.222222222223,9.584444444444445
95,2011,04,06,1.0,0.0,1.0,7.537500008940697,16069.75,7.690625000000002
96,2011,04,07,1.0,0.0,1.0,3.7333332300186157,15748.611111111111,7.05
97,2011,04,08,1.0,0.0,1.0,3.105263070056313,14650.842105263158,6.234210526315789
98,2011,04,09,1.0,0.0,1.0,3.2142856325422016,15308.857142857143,6.948571428571429
99,2011,04,10,1.0,0.0,1.0,2.8742856298174178,16071.742857142857,7.999999999999998
100,2011,04,11,1.0,0.0,1.0,4.97755089584662,5064.877551020408,10.320408163265308
101,2011,04,12,1.0,0.0,1.0,5.474999878141615,14615.416666666666,13.719444444444449
102,2011,04,13,1.0,0.0,1.0,6.4792451678581955,6992.037735849057,9.705660377358493
103,2011,04,14,1.0,0.0,1.0,4.466666552755568,13968.861111111111,12.755555555555556
104,2011,04,15,1.0,0.0,1.0,5.487878654942368,16070.454545454546,9.984848484848483
105,2011,04,16,1.0,0.0,1.0,9.229729639517295,13703.756756756757,6.989189189189193
106,2011,04,17,1.0,0.0,1.0,9.421951200903916,12350.0,12.499999999999996
107,2011,04,18,1.0,0.0,1.0,4.746874883770943,16069.75,11.443750000000001
108,2011,04,19,1.0,0.0,1.0,3.2218749076128006,15956.96875,10.603125
109,2011,04,20,1.0,0.0,1.0,3.2857141948881603,9280.857142857143,9.985714285714286
110,2011,04,21,1.0,0.0,1.0,7.4749999940395355,15204.09375,12.865625
111,2011,04,22,1.0,0.0,1.0,4.984374895691872,16069.75,7.275000000000003
112,2011,04,23,1.0,0.0,1.0,5.839999856948853,5943.8,8.906000000000004
113,2011,04,24,1.0,0.0,1.0,2.654053984461604,10203.081081081082,15.02972972972973
114,2011,04,25,1.0,0.0,1.0,2.028333282470703,4525.266666666666,15.901666666666666
115,2011,04,26,1.0,0.0,1.0,6.319565202878869,7691.521739130435,15.023913043478261
116,2011,04,27,1.0,0.0,1.0,8.143636365370316,2073.7454545454543,14.772727272727275
117,2011,04,28,1.0,0.0,1.0,9.08490561539272,1218.132075471698,14.698113207547172
118,2011,04,29,1.0,0.0,1.0,5.622222132152981,14471.75,16.71944444444445
119,2011,04,30,1.0,0.0,1.0,5.599999845027924,16069.75,14.200000000000001
120,2011,05,01,1.0,0.0,1.0,3.6749998927116394,16069.75,13.0375
121,2011,05,02,1.0,0.0,1.0,4.024999886751175,16069.75,11.765624999999996
122,2011,05,03,1.0,0.0,1.0,3.7906249165534973,16069.75,14.640625
123,2011,05,04,1.0,0.0,1.0,5.917021193402879,13527.787234042553,12.800000000000002
124,2011,05,05,1.0,0.0,1.0,8.043749958276749,16069.75,13.012499999999998
125,2011,05,06,1.0,0.0,1.0,5.312121145653002,16070.454545454546,13.77878787878788
126,2011,05,07,1.0,0.0,1.0,5.296969616051876,16070.454545454546,15.509090909090908
127,2011,05,08,1.0,0.0,1.0,3.8437498956918716,16069.75,16.9
128,2011,05,09,1.0,0.0,1.0,4.837499916553497,16072.65625,16.559375000000006
129,2011,05,10,1.0,0.0,1.0,5.8636362046906445,16070.454545454546,16.47878787878788
130,2011,05,11,1.0,0.0,1.0,4.743749886751175,16069.75,14.868750000000004
131,2011,05,12,1.0,0.0,1.0,3.265624910593033,16069.75,15.159375
132,2011,05,13,1.0,0.0,1.0,2.8212120460741446,16070.454545454546,13.712121212121215
133,2011,05,14,1.0,0.0,1.0,3.6749999076128006,16069.75,14.843750000000005
134,2011,05,15,1.0,0.0,1.0,4.947999877929687,9713.68,16.516
135,2011,05,16,1.0,0.0,1.0,4.965908960862593,5122.886363636364,15.931818181818187
136,2011,05,17,1.0,0.0,1.0,6.1538460071270285,8735.442307692309,14.382692307692308
137,2011,05,18,1.0,0.0,1.0,7.0097559254343915,14026.0,17.492682926829268
138,2011,05,19,1.0,0.0,1.0,3.5109089851379394,10800.636363636364,17.91454545454545
139,2011,05,20,1.0,0.0,1.0,2.298039146498138,10127.21568627451,15.788235294117655
140,2011,05,21,1.0,0.0,1.0,1.9046511095623637,8756.116279069767,16.006976744186044
141,2011,05,22,1.0,0.0,1.0,3.962499904632568,6936.3,13.237500000000006
142,2011,05,23,1.0,0.0,1.0,4.747499883174896,13462.15,14.66750000000001
143,2011,05,24,1.0,0.0,1.0,3.9488887786865234,6514.533333333334,19.820000000000007
144,2011,05,25,1.0,0.0,1.0,3.0062499195337296,16069.75,21.69375
145,2011,05,26,1.0,0.0,1.0,3.436363545331088,8256.181818181818,19.015909090909094
146,2011,05,27,1.0,0.0,1.0,4.253124967217445,10515.375,21.121874999999996
147,2011,05,28,1.0,0.0,1.0,4.654053945799132,13417.54054054054,20.599999999999994
148,2011,05,29,1.0,0.0,1.0,4.4631577792920565,9294.578947368422,20.67105263157894
149,2011,05,30,1.0,0.0,1.0,3.630769130511162,13877.564102564103,22.802564102564098
150,2011,05,31,1.0,0.0,1.0,2.813333257039388,16074.4,24.470000000000002
151,2011,06,01,1.0,0.0,1.0,4.4040815489632745,5301.0,21.138775510204077
152,2011,06,02,1.0,0.0,1.0,7.884374991059303,15386.1875,24.662499999999998
153,2011,06,03,1.0,0.0,1.0,7.196874916553497,16069.75,19.887499999999996
154,2011,06,04,1.0,0.0,1.0,4.353124886751175,16069.75,20.221874999999997
155,2011,06,05,1.0,0.0,1.0,4.20833322736952,16072.333333333334,16.900000000000002
156,2011,06,06,1.0,0.0,1.0,2.3374999463558197,16069.75,20.262499999999996
157,2011,06,07,1.0,0.0,1.0,4.557575644868793,16070.454545454546,23.499999999999993
158,2011,06,08,1.0,0.0,1.0,4.2187498807907104,14180.8125,25.29375
159,2011,06,09,1.0,0.0,1.0,3.702777716848585,12439.805555555555,25.950000000000003
160,2011,06,10,1.0,0.0,1.0,3.727777679761251,13784.333333333334,23.783333333333328
161,2011,06,11,1.0,0.0,1.0,4.643478134404058,9902.45652173913,19.68695652173912
162,2011,06,12,1.0,0.0,1.0,4.309999883174896,12197.75,17.412499999999998
163,2011,06,13,1.0,0.0,1.0,3.921621515944197,13640.027027027027,19.097297297297295
164,2011,06,14,1.0,0.0,1.0,4.0605262078736954,16073.421052631578,18.25
165,2011,06,15,1.0,0.0,1.0,3.8441175432766186,16023.79411764706,20.297058823529408
166,2011,06,16,1.0,0.0,1.0,3.496874913573265,15918.90625,22.293749999999996
167,2011,06,17,1.0,0.0,1.0,4.955999879837036,13818.76,21.366
168,2011,06,18,1.0,0.0,1.0,2.8843749314546585,14255.40625,22.271875000000005
169,2011,06,19,1.0,0.0,1.0,2.7093749344348907,16069.75,23.581249999999997
170,2011,06,20,1.0,0.0,1.0,2.656249925494194,16019.46875,21.518749999999994
171,2011,06,21,1.0,0.0,1.0,4.5156248807907104,16069.75,22.678125
172,2011,06,22,1.0,0.0,1.0,3.823684102610538,13746.631578947368,22.702631578947365
173,2011,06,23,1.0,0.0,1.0,3.099999922972459,5382.346153846154,21.763461538461545
174,2011,06,24,1.0,0.0,1.0,4.280952271961031,7855.642857142857,19.621428571428574
175,2011,06,25,1.0,0.0,1.0,2.7454544739289717,9838.0,21.14999999999999
176,2011,06,26,1.0,0.0,1.0,4.496874883770943,16069.75,24.243750000000006
177,2011,06,27,1.0,0.0,1.0,2.9781249314546585,16069.75,23.700000000000006
178,2011,06,28,1.0,0.0,1.0,3.202941095127779,14652.617647058823,24.07941176470589
179,2011,06,29,1.0,0.0,1.0,4.361538349053799,13728.794871794871,25.130769230769236
180,2011,06,30,1.0,0.0,1.0,6.1117645712459785,16071.117647058823,24.085294117647052
181,2011,07,01,1.0,0.0,1.0,3.7606059565688623,16070.454545454546,24.318181818181813
182,2011,07,02,1.0,0.0,1.0,2.5562499314546585,16069.75,24.47812499999999
183,2011,07,03,1.0,0.0,1.0,3.757499897480011,13074.6,22.70249999999999
184,2011,07,04,1.0,0.0,1.0,2.509999930858612,6777.425,24.1025
185,2011,07,05,1.0,0.0,1.0,4.557575630419182,16070.454545454546,27.40303030303031
186,2011,07,06,1.0,0.0,1.0,4.059374898672104,14324.78125,25.771874999999994
187,2011,07,07,1.0,0.0,1.0,4.0205881315119125,14778.029411764706,26.605882352941183
188,2011,07,08,1.0,0.0,1.0,2.472972908535519,12829.891891891892,24.894594594594597
189,2011,07,09,1.0,0.0,1.0,4.143243132410823,14433.216216216217,25.140540540540552
190,2011,07,10,1.0,0.0,1.0,3.4687498956918716,16069.75,25.41250000000001
191,2011,07,11,1.0,0.0,1.0,4.484374940395355,15906.6875,26.031250000000004
192,2011,07,12,1.0,0.0,1.0,6.478124842047691,16069.75,29.412499999999998
193,2011,07,13,1.0,0.0,1.0,6.324242331764915,15412.09090909091,29.13333333333334
194,2011,07,14,1.0,0.0,1.0,6.939393809347441,15767.424242424242,23.145454545454538
195,2011,07,15,1.0,0.0,1.0,4.624242291306004,16070.454545454546,23.736363636363638
196,2011,07,16,1.0,0.0,1.0,4.562499865889549,16069.75,25.328125000000004
197,2011,07,17,1.0,0.0,1.0,5.762499898672104,16069.75,25.621874999999996
198,2011,07,18,1.0,0.0,1.0,5.93437485396862,16069.75,26.734375
199,2011,07,19,1.0,0.0,1.0,2.4999999439015106,15308.764705882353,27.685294117647057
200,2011,07,20,1.0,0.0,1.0,2.624999933772617,10909.694444444445,25.67222222222222
201,2011,07,21,1.0,0.0,1.0,4.962222162882487,5769.577777777778,25.171111111111113
202,2011,07,22,1.0,0.0,1.0,4.866666577079079,14311.181818181818,31.07878787878788
203,2011,07,23,1.0,0.0,1.0,3.0874999314546585,14983.90625,32.18750000000001
204,2011,07,24,1.0,0.0,1.0,3.114705801010132,15166.735294117647,29.932352941176482
205,2011,07,25,1.0,0.0,1.0,3.972972869873047,15855.45945945946,23.86486486486487
206,2011,07,26,1.0,0.0,1.0,3.5199999128069197,15727.6,24.42
207,2011,07,27,1.0,0.0,1.0,4.554053925179146,15757.864864864865,25.508108108108107
208,2011,07,28,1.0,0.0,1.0,2.971874922513962,16069.75,25.734375000000004
209,2011,07,29,1.0,0.0,1.0,3.776190371740432,13155.642857142857,24.704761904761902
210,2011,07,30,1.0,0.0,1.0,5.074285575321743,15304.2,27.98571428571428
211,2011,07,31,1.0,0.0,1.0,2.6937499344348907,16069.75,27.159374999999997
212,2011,08,01,1.0,0.0,1.0,4.322222126854791,16072.333333333334,26.797222222222217
213,2011,08,02,1.0,0.0,1.0,4.5818180748910615,16070.454545454546,27.86060606060606
214,2011,08,03,1.0,0.0,1.0,3.661764607709997,14864.14705882353,25.526470588235295
215,2011,08,04,1.0,0.0,1.0,3.21025633200621,13147.538461538461,22.90256410256411
216,2011,08,05,1.0,0.0,1.0,4.7312498688697815,16069.75,24.08750000000001
217,2011,08,06,1.0,0.0,1.0,5.656249865889549,16069.75,24.51562500000001
218,2011,08,07,1.0,0.0,1.0,6.585714176722935,15841.885714285714,26.134285714285706
219,2011,08,08,1.0,0.0,1.0,4.373529322007123,16012.29411764706,27.54411764705882
220,2011,08,09,1.0,0.0,1.0,4.34390232039661,13212.09756097561,25.226829268292683
221,2011,08,10,1.0,0.0,1.0,5.063636230699943,15461.666666666666,25.84545454545454
222,2011,08,11,1.0,0.0,1.0,4.399999886751175,16069.75,25.3
223,2011,08,12,1.0,0.0,1.0,3.054838626615463,16072.0,24.074193548387093
224,2011,08,13,1.0,0.0,1.0,3.1156249195337296,16069.75,24.381249999999994
225,2011,08,14,1.0,0.0,1.0,3.3249999101345358,7728.865384615385,21.66346153846154
226,2011,08,15,1.0,0.0,1.0,3.1736841201782227,15597.315789473685,23.24473684210526
227,2011,08,16,1.0,0.0,1.0,3.7102563075530224,15527.51282051282,21.543589743589738
228,2011,08,17,1.0,0.0,1.0,2.8531249165534973,16069.75,24.099999999999998
229,2011,08,18,1.0,0.0,1.0,5.187878666502057,16070.454545454546,23.59090909090909
230,2011,08,19,1.0,0.0,1.0,4.7051281073154545,15661.307692307691,23.40769230769231
231,2011,08,20,1.0,0.0,1.0,2.794871733738826,12786.461538461539,22.14871794871795
232,2011,08,21,1.0,0.0,1.0,4.905405340967952,14622.378378378378,24.28108108108108
233,2011,08,22,1.0,0.0,1.0,5.252631450954237,14174.052631578947,22.952631578947365
234,2011,08,23,1.0,0.0,1.0,4.306060487573797,16070.454545454546,21.963636363636358
235,2011,08,24,1.0,0.0,1.0,5.131249934434891,16069.75,22.099999999999998
236,2011,08,25,1.0,0.0,1.0,6.131578784239919,15078.842105263158,23.73684210526315
237,2011,08,26,1.0,0.0,1.0,2.744117582545561,15049.14705882353,24.111764705882354
238,2011,08,27,1.0,0.0,1.0,3.668420950571696,12203.526315789473,24.34561403508772
239,2011,08,28,1.0,0.0,1.0,13.56746968878321,6733.301204819277,23.156626506024093
240,2011,08,29,1.0,0.0,1.0,4.766666556849624,16021.69696969697,20.481818181818184
241,2011,08,30,1.0,0.0,1.0,3.040624901652336,16069.75,21.459375
242,2011,08,31,1.0,0.0,1.0,2.2749999314546585,16069.75,22.50937500000001
243,2011,09,01,1.0,0.0,1.0,2.5437499284744263,16069.75,22.625
244,2011,09,02,1.0,0.0,1.0,2.3843749314546585,16069.75,20.425000000000004
245,2011,09,03,1.0,0.0,1.0,5.065624877810478,16069.75,21.765624999999996
246,2011,09,04,1.0,0.0,1.0,4.867646932601929,16071.117647058823,23.185294117647054
247,2011,09,05,1.0,0.0,1.0,6.562162051329741,16072.891891891892,23.243243243243235
248,2011,09,06,1.0,0.0,1.0,6.31702114673371,12702.340425531915,18.75106382978725
249,2011,09,07,1.0,0.0,1.0,5.18124986688296,8190.020833333333,19.112500000000008
250,2011,09,08,1.0,0.0,1.0,4.722222105662028,11614.622222222222,21.006666666666664
251,2011,09,09,1.0,0.0,1.0,4.369444330533345,16072.333333333334,23.04166666666666
252,2011,09,10,1.0,0.0,1.0,2.9147058094249054,16071.117647058823,23.17941176470588
253,2011,09,11,1.0,0.0,1.0,3.6171427590506418,16071.742857142857,19.537142857142857
254,2011,09,12,1.0,0.0,1.0,2.7485713550022672,15469.142857142857,21.257142857142856
255,2011,09,13,1.0,0.0,1.0,4.249999895691872,14650.9375,22.553124999999998
256,2011,09,14,1.0,0.0,1.0,4.6406248807907104,14983.90625,23.428125000000005
257,2011,09,15,1.0,0.0,1.0,5.255263102682013,14064.947368421053,21.276315789473685
258,2011,09,16,1.0,0.0,1.0,5.518749907612801,16069.75,14.459375
259,2011,09,17,1.0,0.0,1.0,3.6249998956918716,16069.75,15.265624999999998
260,2011,09,18,1.0,0.0,1.0,4.240624889731407,16069.75,15.496874999999996
261,2011,09,19,1.0,0.0,1.0,3.1437499076128006,16069.75,15.415624999999997
262,2011,09,20,1.0,0.0,1.0,4.139393835356741,15863.575757575758,17.881818181818176
263,2011,09,21,1.0,0.0,1.0,2.008571379525321,12496.085714285715,19.68571428571429
264,2011,09,22,1.0,0.0,1.0,2.6199999252955117,6713.983333333334,21.32
265,2011,09,23,1.0,0.0,1.0,2.924137855398244,6108.362068965517,21.117241379310347
266,2011,09,24,1.0,0.0,1.0,3.9289472605052747,13694.052631578947,21.98421052631579
267,2011,09,25,1.0,0.0,1.0,1.681249961256981,14763.75,22.6125
268,2011,09,26,1.0,0.0,1.0,2.117021215722916,6711.468085106383,21.848936170212767
269,2011,09,27,1.0,0.0,1.0,2.415999937057495,8493.7,21.57399999999999
270,2011,09,28,1.0,0.0,1.0,4.656410131698999,13215.51282051282,21.46666666666667
271,2011,09,29,1.0,0.0,1.0,5.3072726162997155,13817.127272727274,21.38545454545455
272,2011,09,30,1.0,0.0,1.0,5.244444304042393,14988.305555555555,19.975
273,2011,10,01,1.0,0.0,1.0,4.393749892711639,15486.78125,17.309375
274,2011,10,02,1.0,0.0,1.0,5.249999854299757,16072.333333333334,14.225000000000003
275,2011,10,03,1.0,0.0,1.0,3.1656249165534973,16069.75,11.825
276,2011,10,04,1.0,0.0,1.0,4.363157774272718,16073.421052631578,13.600000000000001
277,2011,10,05,1.0,0.0,1.0,6.790624901652336,16069.75,17.903125
278,2011,10,06,1.0,0.0,1.0,3.9718748927116394,16069.75,14.85
279,2011,10,07,1.0,0.0,1.0,2.9419354008090113,16072.0,14.367741935483869
280,2011,10,08,1.0,0.0,1.0,3.7874999046325684,16069.75,16.734375
281,2011,10,09,1.0,0.0,1.0,2.903124913573265,16069.75,20.78125
282,2011,10,10,1.0,0.0,1.0,2.3374999314546585,16069.75,21.76875
283,2011,10,11,1.0,0.0,1.0,3.412121122533625,16070.454545454546,20.22121212121212
284,2011,10,12,1.0,0.0,1.0,5.199999863760812,15968.628571428571,16.445714285714285
285,2011,10,13,1.0,0.0,1.0,4.704255185228713,11360.297872340425,17.465957446808506
286,2011,10,14,1.0,0.0,1.0,6.05454531582919,7855.290909090909,19.37636363636364
287,2011,10,15,1.0,0.0,1.0,9.862500041723251,16069.75,16.503124999999994
288,2011,10,16,1.0,0.0,1.0,7.578124985098839,16270.9375,16.612499999999997
289,2011,10,17,1.0,0.0,1.0,6.284374862909317,16069.75,17.049999999999994
290,2011,10,18,1.0,0.0,1.0,3.7531248927116394,16069.75,16.018749999999997
291,2011,10,19,1.0,0.0,1.0,5.887999897003174,10738.1,17.004000000000005
292,2011,10,20,1.0,0.0,1.0,8.573809521538871,11564.880952380952,18.599999999999998
293,2011,10,21,1.0,0.0,1.0,7.949999928474426,16069.75,13.049999999999995
294,2011,10,22,1.0,0.0,1.0,4.837499871850014,16069.75,12.421875000000002
295,2011,10,23,1.0,0.0,1.0,2.315624937415123,16069.75,12.412499999999996
296,2011,10,24,1.0,0.0,1.0,3.190624922513962,15643.0625,12.700000000000001
297,2011,10,25,1.0,0.0,1.0,5.965624913573265,16069.75,14.425
298,2011,10,26,1.0,0.0,1.0,2.734374925494194,16069.75,12.581249999999999
299,2011,10,27,1.0,0.0,1.0,4.230232460554256,10425.837209302326,11.623255813953492
300,2011,10,28,1.0,0.0,1.0,5.35405394837663,16072.891891891892,5.675675675675677
301,2011,10,29,1.0,0.06,1.0,6.809999933242798,8454.38,3.6559999999999997
302,2011,10,30,1.0,0.5142857142857142,1.0,7.4857142039707725,12363.57142857143,3.5828571428571427
303,2011,10,31,1.0,0.0,1.0,1.6531249582767487,15844.1875,6.781249999999998
304,2011,11,01,1.0,0.0,1.0,4.118749886751175,16069.75,9.746875
305,2011,11,02,1.0,0.0,1.0,2.3812499344348907,16069.75,8.390625
306,2011,11,03,1.0,0.0,1.0,3.496874898672104,15743.625,10.118750000000002
307,2011,11,04,1.0,0.0,1.0,5.521874934434891,15856.40625,10.037500000000001
308,2011,11,05,1.0,0.0,1.0,4.128124907612801,16069.75,6.321875
309,2011,11,06,1.0,0.0,1.0,2.2968749552965164,16069.75,6.6625
310,2011,11,07,1.0,0.0,1.0,4.0972221162584095,14152.416666666666,9.463888888888892
311,2011,11,08,1.0,0.0,1.0,1.8687499463558197,15956.96875,13.121875000000003
312,2011,11,09,1.0,0.0,1.0,1.6487804505883195,11848.951219512195,11.378048780487806
313,2011,11,10,1.0,0.0,1.0,1.7923076519599328,6743.615384615385,13.765384615384615
314,2011,11,11,1.0,0.0,1.0,8.224242412682736,16070.454545454546,9.000000000000004
315,2011,11,12,1.0,0.0,1.0,7.359374865889549,16069.75,8.281250000000002
